brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,vehicle_age,price_per_mile,is_luxury,high_mileage,age_group
Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,490.0,A/T,White,Black,None reported,Yes,98000,3,23.327779100214233,0,0,New
Lincoln,MKC Reserve,2016,100000,Gasoline,240.0,Transmission w/Dual Shift Mode,White,White,None reported,Yes,24000,10,0.23999760002399975,0,0,Moderate
Land,Rover Discovery SE,2018,63295,Gasoline,340.0,8-Speed A/T,Blue,White,None reported,Yes,29993,8,0.4738530080889788,1,0,Moderate
Land,Rover Defender V8,2022,3000,Gasoline,518.0,8-Speed A/T,Black,Black,None reported,Yes,96500,4,32.15594801732756,1,0,New
Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,355.0,6-Speed A/T,Gray,Gray,None reported,Yes,25500,12,0.24852590029725646,0,1,Old
Mercedes-Benz,AMG G 63 Base,2017,39800,Gasoline,563.0,7-Speed A/T,White,Red,None reported,Yes,99000,9,2.487374689078164,1,0,Moderate
Ford,F-250 XLT,2019,124000,E85 Flex Fuel,385.0,6-Speed A/T,White,Gray,None reported,Yes,40100,7,0.32338448883476745,0,1,Moderate
Tesla,Model 3 Base,2022,12080,Gasoline,271.0,A/T,Black,Black,None reported,Yes,36750,4,3.04196672460889,1,0,New
Lexus,LX 570 Three-Row,2018,39300,Gasoline,383.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,69500,8,1.7684028396224014,1,0,Moderate
INFINITI,QX60 Luxe,2019,51000,Gasoline,295.0,CVT Transmission,Gray,–,At least 1 accident or damage reported,Yes,29000,7,0.5686163016411443,0,0,Moderate
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000,Gasoline,340.0,8-Speed A/T,Gray,Beige,None reported,Yes,35999,9,0.5372904882016686,1,0,Moderate
INFINITI,QX60 Base,2014,95400,Gasoline,265.0,A/T,White,Beige,None reported,Yes,14195,12,0.14879298959130408,0,0,Old
Hyundai,Sonata GLS,2013,136991,Gasoline,198.0,6-Speed A/T,Gray,Gray,None reported,Yes,11000,13,0.08029665965895819,0,1,Old
Toyota,Tundra Limited,2022,3959,Gasoline,389.0,10-Speed A/T,Blue,Gray,None reported,Yes,55000,4,13.88888888888889,0,0,New
Jeep,Grand Cherokee Limited,2020,47500,Gasoline,293.0,A/T,Purple,Black,None reported,Yes,31000,6,0.652617839624429,0,0,Moderate
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,325.0,A/T,White,Beige,At least 1 accident or damage reported,Yes,13000,21,0.07357435537545559,0,1,Very Old
Tesla,Model 3 Performance,2021,33000,Gasoline,455.0,1-Speed A/T,Red,White,None reported,Yes,55000,5,1.6666161631465712,1,0,New
Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,402.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,27500,12,0.7947747174937141,1,0,Old
RAM,2500 SLT,2014,84500,Gasoline,410.0,A/T,Black,Gray,None reported,Yes,34000,12,0.4023621022236423,0,0,Old
Kia,Sorento Hybrid EX,2022,36100,Hybrid,227.0,6-Speed A/T,Black,White,None reported,Yes,37500,4,1.038752389130495,0,0,New
Hyundai,Genesis 3.8,2015,92225,Gasoline,311.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,17000,11,0.1843297985383731,0,0,Old
Jeep,Compass Latitude,2020,17500,Gasoline,180.0,9-Speed A/T,Silver,Black,None reported,Yes,25695,6,1.4682018170390263,0,0,Moderate
Ford,Fusion SE,2011,114323,Gasoline,175.0,6-Speed A/T,Black,Black,None reported,Yes,6000,15,0.05248241838983941,0,1,Old
Toyota,FJ Cruiser Base,2014,92000,Gasoline,260.0,A/T,Beige,Black,None reported,Yes,27500,12,0.2989097944587559,0,0,Old
BMW,430 Gran Coupe i xDrive,2018,29025,Gasoline,2.0,Automatic,Carbon Black Metallic,Black,None reported,Yes,29998,8,1.0334872183559567,1,0,Moderate
Dodge,Durango SRT 392,2021,17000,Gasoline,475.0,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,65000,5,3.8233045114993236,0,0,New
Hyundai,Santa Fe GLS,2015,96476,Gasoline,290.0,6-Speed A/T,White,Gray,None reported,Yes,13000,11,0.134747141805819,0,0,Old
Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,3.6,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,39127,5,1.0775225820665344,0,0,New
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,Gasoline,510.0,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,35000,10,0.6157310486779375,1,0,Moderate
Nissan,Murano SV,2021,23677,Gasoline,3.5,Automatic CVT,Sunset Drift Chromaflair,Graphite,None reported,Yes,29510,5,1.246304586536025,0,0,New
Buick,Envision Essence,2020,27340,Gasoline,2.5,6-Speed Automatic,Summit White,Ebony,None reported,Yes,31700,6,1.1594308913353573,0,0,Moderate
Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,5.3,Automatic,Shadow Gray Metallic,Jet Black,None reported,Yes,41986,6,1.6038658415463367,0,0,Moderate
Pontiac,Solstice GXP,2009,122348,Gasoline,260.0,A/T,Red,Black,At least 1 accident or damage reported,Yes,10000,17,0.08173340198939101,0,1,Old
BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,315.0,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,22500,11,0.22958949398475526,1,0,Old
MINI,Countryman Cooper S,2019,18997,Gasoline,189.0,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,26750,7,1.4080429518896727,0,0,Moderate
Porsche,Boxster GTS,2016,40350,Gasoline,330.0,7-Speed A/T,Gray,Black,None reported,Yes,67995,10,1.6850883497311095,1,0,Moderate
Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,310.0,6-Speed A/T,Black,Brown,None reported,Yes,14300,15,0.0911658389488515,0,1,Old
BMW,X5 M Base,2017,61773,Gasoline,567.0,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,46000,9,0.7446498526888334,1,0,Moderate
Ford,Mustang GT Premium,2011,74500,Gasoline,412.0,6-Speed M/T,Black,Black,None reported,Yes,22000,15,0.2952980496906082,0,0,Old
Jeep,Compass Sport,2016,99000,Gasoline,172.0,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,5000,10,0.0505045403581782,0,0,Moderate
INFINITI,G37 Sport,2008,63496,Gasoline,330.0,6-Speed M/T,Black,Black,None reported,Yes,15000,18,0.23623163299053498,0,0,Old
Ford,F-150 XLT,2022,18465,Gasoline,400.0,10-Speed A/T,Black,Gray,None reported,Yes,47500,4,2.5722950287013973,0,0,New
Porsche,911 Carrera 4S,2007,42635,Gasoline,355.0,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,72995,19,1.712050849047753,1,0,Old
INFINITI,G35 Base,2005,99000,Gasoline,298.0,6-Speed M/T,Silver,Black,None reported,Yes,18900,21,0.1909071625539136,0,0,Very Old
Chrysler,300C Base,2013,87500,Gasoline,292.0,8-Speed A/T,White,Beige,None reported,Yes,13750,13,0.15714106124501434,0,0,Old
Toyota,Camry Solara SLE,2007,138000,Gasoline,210.0,5-Speed A/T,White,Beige,None reported,Yes,6800,19,0.04927500525358512,0,1,Old
Lexus,IS 300 Base,2018,70891,Gasoline,260.0,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,28995,8,0.4090024262258083,1,0,Moderate
Buick,Enclave Essence,2020,55403,Gasoline,310.0,9-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,29444,6,0.5314417731571728,0,0,Moderate
BMW,M4 Competition xDrive,2022,3213,Gasoline,503.0,8-Speed A/T,Black,Red,None reported,Yes,89995,4,28.00093341630367,1,0,New
Pontiac,GTO Base,2005,142314,Gasoline,400.0,6-Speed M/T,Red,Red,At least 1 accident or damage reported,Yes,21999,21,0.15457962969469136,0,1,Very Old
Toyota,FJ Cruiser Base,2013,53000,Gasoline,260.0,A/T,Blue,Black,None reported,Yes,36740,13,0.6931944680289052,0,0,Old
Hyundai,Elantra SE,2014,120250,Gasoline,145.0,A/T,Blue,Gray,None reported,Yes,7500,12,0.06236954370441826,0,1,Old
Porsche,Macan S,2015,72329,Gasoline,340.0,7-Speed A/T,Silver,Black,None reported,Yes,29500,11,0.40785289644684086,1,0,Old
Hummer,H3 Base,2007,153692,Gasoline,242.0,4-Speed A/T,Beige,Black,None reported,Yes,9995,19,0.06503223959451634,0,1,Old
Audi,S4 3.0 Prestige,2012,98400,Gasoline,333.0,7-Speed A/T,White,White,None reported,Yes,18000,14,0.18292497027469232,1,0,Old
Toyota,4Runner SR5 Premium,2023,1400,Gasoline,270.0,A/T,White,Black,None reported,Yes,46500,3,33.190578158458244,0,0,New
Tesla,Model 3 Mid Range,2018,32000,Gasoline,271.0,A/T,Black,Black,None reported,Yes,29999,8,0.9374394550170307,1,0,Moderate
Ford,F-250 Base,1997,92800,Gasoline,210.0,4-Speed A/T,White,Gray,None reported,Yes,9000,29,0.09698171355912114,0,0,Very Old
Subaru,Legacy 2.5 GT spec.B,2008,94000,Gasoline,243.0,6-Speed M/T,Gray,Blue,None reported,Yes,12500,18,0.13297730875203456,0,0,Old
Mercedes-Benz,E-Class E 350,2014,67350,Gasoline,302.0,7-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,18700,12,0.27764992353491413,1,0,Old
BMW,M3 Base,2001,66500,Gasoline,333.0,6-Speed M/T,Red,Black,None reported,Yes,21000,25,0.3157847250417287,1,0,Very Old
Mercedes-Benz,C-Class C 250 Sport,2014,70612,Gasoline,201.0,7-Speed A/T,White,Beige,None reported,Yes,14500,12,0.2053446249274213,1,0,Old
Toyota,Sienna XLE Limited,2007,112630,Gasoline,266.0,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,11500,19,0.10210332856851133,0,1,Old
Dodge,Avenger SE,2014,124705,E85 Flex Fuel,283.0,A/T,Black,Black,None reported,Yes,6499,12,0.05211457347681747,0,1,Old
BMW,M240 i,2018,61000,Gasoline,335.0,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,34000,8,0.5573679120014426,1,0,Moderate
RAM,3500 SLT,2017,157272,Diesel,350.0,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,32999,9,0.20981986736439184,0,1,Moderate
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000,Gasoline,362.0,7-Speed A/T,Blue,Gray,None reported,Yes,20399,11,0.24284234711491529,1,0,Old
Jeep,Gladiator Rubicon,2020,27981,Gasoline,285.0,A/T,Red,Black,None reported,Yes,47500,6,1.6975198341791151,0,0,Moderate
Bentley,Continental GT Base,2009,18000,Gasoline,552.0,A/T,Blue,Beige,None reported,Yes,63000,17,3.499805566357425,1,0,Old
Tesla,Model 3 Long Range,2019,27123,Gasoline,425.0,A/T,Red,Black,None reported,Yes,38200,7,1.4083468514968294,1,0,Moderate
Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,490.0,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,83900,5,27.47216764898494,0,0,New
Audi,Q5 3.0T Premium Plus,2015,60251,Gasoline,272.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,19000,11,0.31534222930359157,1,0,Old
Mazda,MX-5 Miata Club,2021,5093,Gasoline,181.0,6-Speed M/T,Gray,Black,None reported,Yes,28000,5,5.496662740478995,0,0,New
Mercedes-Benz,S-Class S500,2005,175722,Gasoline,302.0,A/T,White,Beige,None reported,Yes,7000,21,0.03983542279610523,1,1,Very Old
BMW,M6 Base,2015,17900,Gasoline,560.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,59900,11,3.3461817775543268,1,0,Old
GMC,Yukon SLT,2015,142792,Gasoline,355.0,6-Speed A/T,White,Brown,None reported,Yes,22999,11,0.16106531832792925,0,1,Old
BMW,750 iL,2001,53814,Gasoline,326.0,5-Speed A/T,Gray,Gray,None reported,Yes,11800,25,0.21926972033819567,1,0,Very Old
Toyota,Tundra Limited,2010,89400,Gasoline,381.0,A/T,White,Gray,None reported,Yes,26900,16,0.30089148890952006,0,0,Old
Chrysler,300C Base,2007,86000,Gasoline,340.0,5-Speed A/T,Gray,Black,None reported,Yes,15000,19,0.17441657655143544,0,0,Old
smart,ForTwo Pure,2008,61595,Gasoline,70.0,5-Speed A/T,Blue,Gray,None reported,Yes,5000,18,0.08117410221442951,0,0,Old
Toyota,Tundra SR,2018,74000,E85 Flex Fuel,381.0,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,38000,8,0.5135065742354833,0,0,Moderate
Hummer,H2 Base,2004,130000,Gasoline,316.0,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,16500,22,0.12692210059922615,0,1,Very Old
BMW,ALPINA B7 Base,2015,86000,Gasoline,540.0,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,29000,11,0.3372053813327752,1,0,Old
Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,390.0,6-Speed A/T,Red,Beige,None reported,Yes,7500,18,0.05334243710926665,1,1,Old
Audi,A4 2.0T Tech Premium,2018,27532,Gasoline,252.0,7-Speed A/T,Gray,Black,None reported,Yes,27900,8,1.0133294591944213,1,0,Moderate
Ford,Focus SE,2017,91000,E85 Flex Fuel,160.0,6-Speed A/T,Gray,Black,None reported,Yes,12500,9,0.1373611278996934,0,0,Moderate
Mercedes-Benz,E-Class E 550 4MATIC,2014,63000,Gasoline,402.0,7-Speed A/T,Silver,Black,None reported,Yes,28500,12,0.45237377184489136,1,0,Old
Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,Plug-In Hybrid,375.0,8-Speed A/T,Green,Beige,None reported,Yes,49999,4,4.761356061327493,0,0,New
Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073,E85 Flex Fuel,302.0,7-Speed A/T,Gray,Black,None reported,Yes,21500,12,0.28638410102032663,1,0,Old
Jeep,Wrangler Sahara,2008,140000,Gasoline,202.0,A/T,Silver,–,At least 1 accident or damage reported,Yes,9000,18,0.06428525510532068,0,1,Old
Mercedes-Benz,A-Class A 220 4MATIC,2019,30300,Gasoline,188.0,7-Speed A/T,Silver,Black,None reported,Yes,30500,7,1.0065674400184812,1,0,Moderate
Chevrolet,Malibu 1LT,2009,139000,Gasoline,169.0,A/T,White,Black,None reported,Yes,4200,17,0.03021560995964058,0,1,Old
Hummer,H3 Base,2006,118000,Gasoline,220.0,A/T,Gray,Black,None reported,Yes,17900,20,0.15169362971500241,0,1,Old
BMW,i8 Base,2015,51000,Plug-In Hybrid,357.0,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,53000,11,1.0391953098958844,1,0,Old
Cadillac,XLR Base,2009,69423,Gasoline,320.0,A/T,Red,Beige,None reported,Yes,36500,17,0.525754782207882,0,0,Old
Lincoln,MKZ Select,2017,52284,Gasoline,240.0,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500,9,0.2390743042937745,0,0,Moderate
Chevrolet,Silverado 1500 W/T,2006,111228,Gasoline,195.0,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,4000,20,0.03596184448300353,0,1,Old
Land,Rover Range Rover Sport HSE,2019,52300,Gasoline,340.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,49900,7,0.9540926559721612,1,0,Moderate
Nissan,Titan SL,2021,95993,Gasoline,5.6,9-Speed Automatic,White,Black,None reported,Yes,32612,5,0.3397295664312353,0,0,New
Kia,Telluride SX,2022,26716,Gasoline,3.8,Automatic,Dark Moss,Black,None reported,Yes,47541,4,1.7794288280869859,0,0,New
Chevrolet,Tahoe RST,2023,39517,Gasoline,5.3,10-Speed Automatic,Black,Jet Black,At least 1 accident or damage reported,Yes,67190,3,1.7002378662887798,0,0,New
Ford,Mustang GT Premium,2019,31600,Gasoline,460.0,6-Speed M/T,Blue,Gray,None reported,Yes,41000,7,1.297427296604538,0,0,Moderate
BMW,330 i,2017,83298,Gasoline,248.0,A/T,Black,Black,None reported,Yes,18300,9,0.21969051249114635,1,0,Moderate
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212,Gasoline,340.0,8-Speed A/T,Brown,Beige,None reported,Yes,31599,9,0.33187694957621333,1,0,Moderate
Porsche,911 Carrera,2010,61600,Gasoline,345.0,7-Speed A/T,Black,Black,None reported,Yes,51750,16,0.8400837648739469,1,0,Old
INFINITI,QX56 Base,2011,130921,Gasoline,400.0,Transmission Overdrive Switch,White,Beige,None reported,Yes,12000,15,0.09165762820610746,0,1,Old
RAM,2500 Tradesman,2020,41000,Gasoline,410.0,8-Speed A/T,White,Gray,None reported,Yes,45515,6,1.1100948757347382,0,0,Moderate
BMW,840 i xDrive,2024,1500,Gasoline,335.0,A/T,Gray,Brown,None reported,Yes,90000,2,59.96002664890073,1,0,New
MINI,Clubman Cooper S ALL4,2017,79950,Gasoline,189.0,A/T,Blue,Black,None reported,Yes,17390,9,0.21750822378706958,0,0,Moderate
Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,420.0,A/T,White,Beige,None reported,Yes,95000,5,3.015777276911844,0,0,New
RAM,2500 Big Horn,2021,45867,Gasoline,6.4,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,None reported,Yes,43449,5,0.9472617075085027,0,0,New
Porsche,911 Carrera 4,2014,22700,Gasoline,350.0,7-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,85500,12,3.766353905114312,1,0,Old
Bentley,Continental GT Base,2009,43000,Gasoline,552.0,A/T,Black,Black,None reported,Yes,48500,17,1.127880746959373,1,0,Old
Toyota,Tundra SR5,2015,99000,Gasoline,310.0,6-Speed A/T,Gray,Gray,None reported,Yes,27000,11,0.2727245179341623,0,0,Old
Toyota,4Runner SR5,2006,135000,Gasoline,236.0,A/T,White,Gray,None reported,Yes,16900,20,0.12518425789438598,0,1,Old
Cadillac,CTS 2.0L Turbo Luxury,2019,46000,Gasoline,265.0,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000,7,0.6304210778026564,0,0,Moderate
Ford,Focus SE,2014,79615,Gasoline,2.0,6-Speed Automatic with Auto-Shift,Black,Charcoal Black,None reported,Yes,10995,12,0.13810038183279744,0,0,Old
BMW,M5 Base,2021,13250,Gasoline,4.4,8-Speed Automatic,Alpine White,Aragon Brown,None reported,Yes,86900,5,6.557995622971851,1,0,New
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200,Gasoline,380.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,60500,7,1.4684109608990072,1,0,Moderate
Cadillac,Escalade ESV Luxury,2016,116500,Gasoline,420.0,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,30500,10,0.2618003278941812,0,1,Moderate
Chevrolet,Corvette Z06,2018,24059,Gasoline,650.0,8-Speed A/T,Gray,Black,None reported,Yes,87150,8,3.6221945137157108,0,0,Moderate
Audi,Q5 2.0T Premium Plus,2015,118500,E85 Flex Fuel,220.0,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15400,11,0.1299567092260825,1,1,Old
Maserati,Ghibli S Q4,2018,20000,Gasoline,424.0,A/T,White,Brown,None reported,Yes,43000,8,2.1498925053747313,1,0,Moderate
BMW,228 Gran Coupe i xDrive,2020,10426,Gasoline,2.0,Automatic,Black Sapphire Metallic,Oyster/Black,None reported,Yes,30798,6,2.9536779514721396,1,0,Moderate
Ford,Expedition Limited,2023,9500,Gasoline,400.0,10-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,63500,3,6.683506999263235,0,0,New
Nissan,Frontier SE Crew Cab,2006,134000,Gasoline,265.0,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,8500,20,0.06343236244505639,0,1,Old
Subaru,BRZ Limited,2022,10500,Gasoline,228.0,Transmission w/Dual Shift Mode,Gray,–,None reported,Yes,32500,4,3.094943338729645,0,0,New
Chevrolet,Malibu LT,2018,53100,Gasoline,160.0,6-Speed A/T,Red,Black,None reported,Yes,17500,8,0.3295606485753564,0,0,Moderate
Ford,Focus SEL,2017,80134,E85 Flex Fuel,2.0,6-Speed Automatic with Auto-Shift,White,Charcoal Black,None reported,Yes,13895,9,0.17339489611280964,0,0,Moderate
Nissan,Rogue Sport S,2021,24000,Gasoline,141.0,A/T,Gray,Black,None reported,Yes,25500,5,1.062455731011208,0,0,New
Volvo,C70 T5,2006,61000,Gasoline,218.0,6-Speed M/T,Blue,Beige,None reported,Yes,10299,20,0.16883329781478992,0,0,Old
Lincoln,Nautilus Reserve,2021,19700,Gasoline,335.0,A/T,White,Beige,None reported,Yes,48000,5,2.4364245469773107,0,0,New
Mercedes-Benz,AMG GT Base,2018,28182,Gasoline,469.0,7-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,84500,8,2.998261363233155,1,0,Moderate
Ford,Mustang EcoBoost Premium,2017,59500,Gasoline,310.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,21000,9,0.3529352447858019,0,0,Moderate
Ford,Ranger XLT,1999,115402,E85 Flex Fuel,152.0,A/T,Gold,Beige,None reported,Yes,8000,27,0.06932228798211484,0,1,Very Old
GMC,Yukon SLT,2018,85500,Gasoline,355.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,35899,8,0.4198664343107098,0,0,Moderate
RAM,2500 Big Horn,2020,51000,Gasoline,410.0,6-Speed A/T,Red,Black,None reported,Yes,44900,6,0.8803748946099096,0,0,Moderate
Tesla,Model Y Performance,2021,17500,Gasoline,455.0,A/T,Gray,White,None reported,Yes,45000,5,2.571281641049083,1,0,New
Lexus,ES 350 Base,2011,132000,Gasoline,272.0,A/T,Black,Beige,None reported,Yes,9999,15,0.07574942614071105,1,1,Old
Jeep,Wrangler Rubicon Hard Rock,2016,67882,Gasoline,3.6,Automatic,White,Black,None reported,Yes,32798,10,0.4831548399451998,0,0,Moderate
Volvo,XC90 T6 Momentum,2018,62000,Gasoline,316.0,8-Speed A/T,Silver,Black,None reported,Yes,30500,8,0.4919275495556523,0,0,Moderate
BMW,M6 Gran Coupe Base,2017,27965,Gasoline,560.0,7-Speed A/T,Green,Black,None reported,Yes,58000,9,2.073946935564614,1,0,Moderate
Cadillac,Escalade ESV Platinum Edition,2013,119000,E85 Flex Fuel,403.0,A/T,Black,Black,None reported,Yes,20500,13,0.17226745993731146,0,1,Old
BMW,X5 xDrive35i,2018,48000,Gasoline,300.0,8-Speed A/T,Black,Black,None reported,Yes,32000,8,0.6666527780671236,1,0,Moderate
BMW,X5 xDrive40i,2020,5541,Gasoline,3.0,Automatic,White,Black,None reported,Yes,56598,6,10.212558643089137,1,0,Moderate
Mitsubishi,Outlander SEL,2018,29000,Gasoline,166.0,A/T,Red,Beige,None reported,Yes,19500,8,0.6723906072204406,0,0,Moderate
Dodge,Ram 1500 ST,2010,131100,E85 Flex Fuel,310.0,A/T,White,Gray,At least 1 accident or damage reported,Yes,12995,16,0.09912205093782656,0,1,Old
Subaru,Impreza 2.0i,2015,102242,Gasoline,2.0,Manual,Quartz Blue Pearl,Black,At least 1 accident or damage reported,Yes,11498,11,0.11245757655780836,0,1,Old
Mercedes-Benz,Maybach S S 600,2016,18069,Gasoline,523.0,7-Speed A/T,Black,Black,None reported,Yes,79999,10,4.427172108467072,1,0,Moderate
Kia,Sportage LX,2023,13000,Gasoline,187.0,A/T,White,Black,None reported,Yes,31900,3,2.453657410968387,0,0,New
Porsche,911 Turbo Cabriolet,2008,51000,Gasoline,480.0,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,69500,18,1.3627183780710181,1,0,Old
Hummer,H3 Base,2007,137333,Gasoline,242.0,4-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,10000,19,0.07281518050883248,0,1,Old
Buick,LaCrosse Leather,2014,125559,Gasoline,304.0,A/T,White,Beige,At least 1 accident or damage reported,Yes,11200,12,0.08920038228735266,0,1,Old
Chevrolet,Silverado 1500 High Country,2020,88161,Gasoline,6.2,Automatic,Iridescent Pearl Tricoat,Jet Black,At least 1 accident or damage reported,Yes,48889,6,0.5545359678773167,0,0,Moderate
